tcin,name,category,set_code,enabled,priority,est_msrp,max_price,sold_by_target,notes,url
1003082632,"Pokemon TCG: SV01 3-Pack Blister - Dondozo (variant)",blister_3pack,sv01,false,3,14.99,17.99,unknown,duplicate_listing,https://www.target.com/p/-/A-1003082632
1003253859,"Pokemon TCG: SV02 Paldea Evolved 3-Pack Blister - Tinkatink",blister_3pack,sv02,false,3,14.99,17.99,unlikely,older_set,https://www.target.com/p/-/A-1003253859
1003253861,"Pokemon TCG: SV02 Paldea Evolved 3-Pack Blister - Varoom",blister_3pack,sv02,false,3,14.99,17.99,unlikely,older_set,https://www.target.com/p/-/A-1003253861
1003165481,"Pokemon TCG: Paldea Evolved Varoom 3-Pack",blister_3pack,sv02,false,3,14.99,17.99,unknown,duplicate_listing,https://www.target.com/p/-/A-1003165481
1001562828,"Pokemon TCG: 3 Booster Pack Value Pack (Random)",blister_3pack,mixed,false,3,14.99,17.99,unknown,random_assortment,https://www.target.com/p/-/A-1001562828
94300058,"Pokemon TCG: Prismatic Evolutions Tech Sticker - Sylveon",tech_sticker,sv8.5,false,5,19.99,23.99,yes,,https://www.target.com/p/-/A-94300058
94300075,"Pokemon TCG: Prismatic Evolutions Tech Sticker - Leafeon",tech_sticker,sv8.5,false,5,19.99,23.99,yes,,https://www.target.com/p/-/A-94300075
94300080,"Pokemon TCG: Prismatic Evolutions Tech Sticker - Glaceon",tech_sticker,sv8.5,false,5,19.99,23.99,yes,,https://www.target.com/p/-/A-94300080
1003144647,"Pokemon TCG: Prismatic Evolutions Tech Sticker - Glaceon (3 Packs)",tech_sticker,sv8.5,false,5,19.99,23.99,unknown,duplicate_listing,https://www.target.com/p/-/A-1003144647
1001632608,"Pokemon TCG: Prismatic Evolutions Tech Sticker - Glaceon (2-Pack)",tech_sticker,sv8.5,false,5,39.99,47.99,unlikely,2pack_likely_3p,https://www.target.com/p/-/A-1001632608
1001632612,"Pokemon TCG: Prismatic Evolutions Tech Sticker - Leafeon (2-Pack)",tech_sticker,sv8.5,false,5,39.99,47.99,unlikely,2pack_likely_3p,https://www.target.com/p/-/A-1001632612
1001632619,"Pokemon TCG: Prismatic Evolutions Tech Sticker - One of Each Bundle",tech_sticker,sv8.5,false,5,59.99,69.99,unlikely,bundle_likely_3p,https://www.target.com/p/-/A-1001632619
1003165483,"Pokemon TCG: Prismatic Evolutions Tech Sticker - Glaceon 3-Pack",tech_sticker,sv8.5,false,5,59.99,69.99,unlikely,bundle_likely_3p,https://www.target.com/p/-/A-1003165483
1009212264,"Pokemon TCG: Mega Evolution Ascended Heroes Tech Sticker - Gastly",tech_sticker,me02,false,5,19.99,23.99,yes,,https://www.target.com/p/-/A-1009212264
94636863,"Pokemon TCG: 2025 Holiday Calendar",holiday_calendar,promotional,false,5,59.99,69.99,yes,seasonal_holiday,https://www.target.com/p/-/A-94636863
89059015,"Pokemon TCG: 2023 Holiday Advent Calendar",holiday_calendar,promotional,false,5,54.99,64.99,unlikely,retired,https://www.target.com/p/-/A-89059015
91670538,"Pokemon TCG: Holiday Calendar",holiday_calendar,promotional,false,5,54.99,64.99,unknown,,https://www.target.com/p/-/A-91670538
1004416124,"Pokemon TCG: Holiday Calendar (8 Foil & 5 Boosters)",holiday_calendar,promotional,false,5,59.99,69.99,unknown,,https://www.target.com/p/-/A-1004416124
1006024209,"Pokemon TCG: Trainer's Toolkit 2025",starter_set,promotional,false,5,29.99,35.99,yes,,https://www.target.com/p/-/A-1006024209
90571187,"Pokemon TCG: Battle Academy 2024",starter_set,promotional,false,5,19.99,23.99,unlikely,older_set,https://www.target.com/p/-/A-90571187
